,Unnamed: 0,Business_links,Zipcode_searched
702,91,https://www.yelp.com/biz/minor-gerald-plumbing-heating-and-air-conditioning-oklahoma-city?osq=plumbing,73105
705,94,https://www.yelp.com/biz/pressley-plumbing-moore?osq=plumbing,73105
709,98,https://www.yelp.com/biz/wood-mark-plumbing-oklahoma-city?osq=plumbing,73105
710,99,https://www.yelp.com/biz/dks-plumbing-and-filtration-llc-midwest-city?osq=plumbing,73105
711,100,https://www.yelp.com/biz/advanced-plumbing-and-sewer-service-oklahoma-city?osq=plumbing,73105
713,102,https://www.yelp.com/biz/bryant-plumbing-heating-and-air-conditioning-oklahoma-city-2?osq=plumbing,73105
714,103,https://www.yelp.com/biz/jcm-specialty-service-del-city?osq=plumbing,73105
715,104,https://www.yelp.com/biz/alexander-plumbing-and-electric-oklahoma-city?osq=plumbing,73105
716,105,https://www.yelp.com/biz/patricks-george-plumbing-oklahoma-city?osq=plumbing,73105
722,111,https://www.yelp.com/biz/progress-plumbing-oklahoma-city?osq=plumbing,73105
730,119,https://www.yelp.com/biz/gary-ellis-plumbing-oklahoma-city?osq=plumbing,73105
732,121,https://www.yelp.com/biz/action-plumbing-oklahoma-city?osq=plumbing,73105
747,136,https://www.yelp.com/biz/blevins-hvac-and-plumbing-oklahoma-city?osq=plumbing,73105
748,137,https://www.yelp.com/biz/bruces-plumbing-oklahoma-city?osq=plumbing,73105
751,140,https://www.yelp.com/biz/plumbing-sales-oklahoma-city?osq=plumbing,73105
752,141,https://www.yelp.com/biz/myers-alvin-plumbing-oklahoma-city?osq=plumbing,73105
754,143,https://www.yelp.com/biz/gregorys-plumbing-oklahoma-city?osq=plumbing,73105
757,146,https://www.yelp.com/biz/trouble-shooters-oklahoma-city?osq=plumbing,73105
761,150,https://www.yelp.com/biz/metro-plex-foundation-and-drain-systems-oklahoma-city?osq=plumbing,73105
762,151,https://www.yelp.com/biz/peak-energy-hardesty-team-oklahoma-city?osq=plumbing,73105
765,154,https://www.yelp.com/biz/metro-service-company-oklahoma-city?osq=plumbing,73105
768,157,https://www.yelp.com/biz/southwest-water-works-oklahoma-city?osq=plumbing,73105
771,160,https://www.yelp.com/biz/american-eagle-rooter-and-sewer-service-oklahoma-city?osq=plumbing,73105
774,163,https://www.yelp.com/biz/clean-club-edmond?osq=plumbing,73105
777,166,https://www.yelp.com/biz/aladdin-plumbing-oklahoma-city-3?osq=plumbing,73105
780,169,https://www.yelp.com/biz/pipes-plus-plumbing-oklahoma-city-2?osq=plumbing,73105
784,173,https://www.yelp.com/biz/payless-plumbing-oklahoma-city-2?osq=plumbing,73105
791,180,https://www.yelp.com/biz/american-leak-detection-oklahoma-city?osq=plumbing,73105
797,186,https://www.yelp.com/biz/sooner-service-oklahoma-city?osq=plumbing,73105
807,196,https://www.yelp.com/biz/mechanical-technology-by-barry-oklahoma-city?osq=plumbing,73105
818,207,https://www.yelp.com/biz/harrah-plumbing-mcloud-3?osq=plumbing,73105
854,33,https://www.yelp.com/biz/brakefield-plumbing-and-heating-yukon?osq=plumbing,73106
874,53,https://www.yelp.com/biz/the-plumbing-company-oklahoma-city?osq=plumbing,73106
878,57,https://www.yelp.com/biz/d-and-j-plumbing-oklahoma-city?osq=plumbing,73106
